NA	-3	-2.7	-2.4	-2.1	-1.8	-1.5	-1.2	-0.8999999	-0.5999999	-0.2999999	1.192093E-07	0.3000001	0.6000001	0.9000002	1.2	1.5	1.8	2.1	2.4	2.7	3
-3	6.746624E-05	0.0002925229	0.001004677	0.002640633	0.004862003	0.004188308	-0.008477064	-0.04546672	-0.1111679	-0.1891699	-0.2449389	-0.2495055	-0.2030069	-0.1328607	-0.07009543	-0.0297599	-0.01010298	-0.002704396	-0.0005537195	-8.014943E-05	-5.864168E-06
-2.7	0.0001861584	0.0008002551	0.002701343	0.006841803	0.01138688	0.004427423	-0.04318071	-0.1694561	-0.3857424	-0.6370736	-0.8123375	-0.8203393	-0.6640025	-0.4331371	-0.2279822	-0.09658802	-0.03270272	-0.008715254	-0.001768491	-0.0002501425	-1.629214E-05
-2.4	0.000422086	0.001823675	0.006161598	0.01547654	0.02473002	0.003698144	-0.1210075	-0.4452649	-0.9979172	-1.639519	-2.086536	-2.104865	-1.701265	-1.106622	-0.5793638	-0.2431106	-0.08092172	-0.02089723	-0.003971594	-0.000467156	1.614599E-06
-2.1	0.0007577616	0.00338148	0.01183304	0.03109406	0.05420955	0.02667969	-0.1931773	-0.8014357	-1.873828	-3.151625	-4.069706	-4.140071	-3.35547	-2.174742	-1.124849	-0.4602652	-0.1459491	-0.03412202	-0.005006831	-3.552137E-05	0.0002249806
-1.8	0.0009342719	0.004611494	0.01783587	0.05274227	0.1119533	0.1351386	-0.07741787	-0.847329	-2.36392	-4.308261	-5.818408	-6.066756	-4.96019	-3.189389	-1.600269	-0.6113703	-0.1662441	-0.0245988	0.002918644	0.003185437	0.001143575
-1.5	0.0001916911	0.002596272	0.01556833	0.06236493	0.1780467	0.3539027	0.4113287	-0.06583163	-1.481688	-3.674417	-5.667352	-6.300365	-5.252627	-3.292726	-1.502585	-0.4404235	-0.02902074	0.05034236	0.03352803	0.01291306	0.003599521
-1.2	-0.002755317	-0.008045319	-0.01320627	0.01042009	0.1463774	0.5094738	1.073202	1.427592	0.876206	-0.8646997	-3.013152	-4.168756	-3.632724	-2.031204	-0.5342098	0.2224561	0.3491024	0.225344	0.09884898	0.03260816	0.008414428
-0.8999999	-0.008953011	-0.03215449	-0.08714014	-0.1630449	-0.1442605	0.2379076	1.215248	2.514839	3.174202	2.320941	0.3433071	-1.20481	-1.20318	-0.06889403	0.9741178	1.243193	0.9249213	0.4898164	0.1971225	0.06217098	0.01563555
-0.5999999	-0.01774956	-0.0676195	-0.2019487	-0.457725	-0.7314619	-0.6343313	0.3433535	2.160214	3.720137	3.663117	2.013918	0.4386	0.3741541	1.473947	2.355339	2.271368	1.537984	0.7807552	0.3074414	0.09579995	0.0239254
-0.2999999	-0.0261498	-0.1022233	-0.3174155	-0.7677316	-1.395157	-1.753722	-1.119761	0.7095723	2.654929	3.094026	1.81567	0.527114	0.8017884	2.230365	3.234207	3.008162	2.003795	1.008907	0.3955747	0.1229848	0.03068052
1.192093E-07	-0.03040099	-0.1203089	-0.3802821	-0.9457222	-1.804182	-2.51401	-2.25991	-0.6698963	1.301386	2.006214	1.103638	0.1926407	0.7929671	2.447181	3.535944	3.270106	2.17071	1.090871	0.4273005	0.1327942	0.03312495
0.3000001	-0.02868027	-0.1141899	-0.3640592	-0.9172148	-1.787762	-2.59508	-2.582006	-1.333207	0.3920556	1.150931	0.5757666	-0.007444063	0.6894107	2.24441	3.232559	2.979001	1.973343	0.9905575	0.3877825	0.1204825	0.03005201
0.6000001	-0.02220554	-0.0885926	-0.2832044	-0.7160659	-1.402699	-2.051234	-2.065167	-1.090133	0.3254278	1.064439	0.7744275	0.3892601	0.8716697	1.946288	2.590382	2.324478	1.522213	0.7597553	0.2965037	0.09195649	0.02291183
0.9000002	-0.01400913	-0.05555602	-0.175822	-0.4366523	-0.8255563	-1.111468	-0.8529041	0.2124402	1.679683	2.660271	2.707999	2.30293	2.139698	2.255397	2.191481	1.720801	1.058263	0.511185	0.1958344	0.06005881	0.01485778
1.2	-0.006944744	-0.02670277	-0.08018281	-0.1801798	-0.2695723	-0.1308791	0.58873	2.082124	3.996847	5.496197	5.919244	5.327268	4.274501	3.201417	2.232322	1.389897	0.7392333	0.3266217	0.1183483	0.03501644	0.008458412
1.5	-0.002434747	-0.008251747	-0.018887	-0.0153025	0.08936096	0.5058031	1.53137	3.312423	5.523781	7.355614	8.009545	7.285686	5.655269	3.817973	2.267949	1.185343	0.5394785	0.2106382	0.06957515	0.01923961	0.004424519
1.8	-0.0003603667	-5.505608E-05	0.00689434	0.04800271	0.2062565	0.6538309	1.616615	3.198324	5.138882	6.776986	7.401464	6.752066	5.189364	3.387729	1.891415	0.9069458	0.3737833	0.1320561	0.03979419	0.01016724	0.002189814
2.1	0.0002170223	0.001801472	0.01053931	0.047303	0.1684339	0.4839703	1.133558	2.179044	3.455691	4.541002	4.964498	4.533449	3.471635	2.238094	1.219034	0.5626331	0.2204752	0.07340725	0.02075535	0.004975353	0.001008759
2.4	0.0002070417	0.001300712	0.006582536	0.02711574	0.09152238	0.2542644	0.5834018	1.108549	1.748488	2.29415	2.50914	2.292217	1.752661	1.123894	0.6055873	0.2746718	0.1050202	0.0338854	0.009231654	0.002123682	0.0004123262
2.7	9.860261E-05	0.000578951	0.002798358	0.01116786	0.0368828	0.1009835	0.2295661	0.4338841	0.6826198	0.8950093	0.9790686	0.8945939	0.6835279	0.4372114	0.2343732	0.1054042	0.03980632	0.01263401	0.003372071	0.0007571735	0.0001430581
3	3.298877E-05	0.0001885039	0.0008930928	0.003512582	0.01148032	0.03120795	0.07061652	0.1331057	0.209141	0.2741125	0.2998858	0.2740376	0.2093057	0.1337079	0.07148626	0.03200766	0.01200916	0.003777785	0.0009968661	0.0002207402	4.102963E-05
